placa,cd_modelo,chassi,ano,cor
"PXJ0123   ",99,81885548395,2011,PRATA
"ZTH2467   ",58,78966861966,2012,BRANCO
"UCV5879   ",72,56007135157,2014,PRETO
"JDI4101   ",9,11747371294,2008,BRANCO
"YMO8479   ",20,83669409217,2021,BRANCO
"NUD4913   ",22,19500983602,2003,PRETO
"REF2726   ",53,40349869400,2023,BRANCO
"EDX8859   ",22,36564615990,2003,BRANCO
"YLK6311   ",13,43806849084,2024,CHUMBO
"VVU3350   ",26,20039900260,2024,CHUMBO
"ELL8492   ",60,82025401459,2018,PRETO
"SGV1341   ",39,90831510183,2001,AMARELO
"NHB7697   ",72,86367662693,2000,PRATA
"ICA4632   ",7,16045922075,2013,CINZA
"XYO6916   ",54,39125636794,2017,CHUMBO
"INQ0274   ",19,58842746279,2009,AMARELO
"JXG3574   ",47,67757771425,2003,BRANCO
"XVH7125   ",18,59110120951,2016,VERDE
"TVV7283   ",15,16779413054,2000,CINZA
"CNY6794   ",85,15235948030,2009,VERMELHO
"TRK3735   ",86,92239270849,2005,BRANCO
"CNG7177   ",49,61311490793,2011,CHUMBO
"JUX4542   ",1,48675578801,2000,CHUMBO
"ATR9863   ",82,34000138405,2022,VERMELHO
"GSB0035   ",93,16417102220,2003,PRATA
"WSD4037   ",68,23310283687,2007,VERDE
"YCD3612   ",33,17304627940,2007,CHUMBO
"PYK6716   ",5,19593834849,2007,CHUMBO
"LWT2839   ",21,80107147504,2021,CHUMBO
"QSF7181   ",52,24509652214,2021,BRANCO
"IGR0340   ",22,89170342657,2014,CHUMBO
"RSY2702   ",97,86497037959,2020,BRANCO
"UJU2556   ",24,73152611049,2023,CHUMBO
"NRS1791   ",1,56863703868,2013,BRANCO
"IBX6485   ",60,98329423894,2008,CHUMBO
"BFM0071   ",27,86724515189,2006,PRATA
"NKB0761   ",97,70413050379,2005,CINZA
"YUR6230   ",7,98708686079,2023,PRATA
"IRJ7720   ",66,99183696885,2010,CHUMBO
"QOI7230   ",51,75147676054,2024,CHUMBO
"PDM5325   ",46,25185899319,2017,AMARELO
"OJF2599   ",22,97634272412,2002,CHUMBO
"ZZP0219   ",85,19389339415,2020,BRANCO
"BAF3902   ",92,49151638979,2013,CHUMBO
"SZM8866   ",100,22193102321,2016,PRETO
"MUV1538   ",37,32041639913,2017,PRETO
"PSF2893   ",39,63238237586,2000,CHUMBO
"VZU3153   ",20,10939963117,2017,CHUMBO
"LOH0216   ",9,10608292876,2018,BRANCO
"GSG8801   ",25,66766597350,2007,BRANCO
"EWJ6370   ",99,42351098625,2022,CHUMBO
"SPQ4229   ",32,90711176686,2017,CHUMBO
"KAJ9240   ",63,50768586432,2018,CINZA
"DDS2663   ",16,86242947891,2013,CHUMBO
"IAG4734   ",82,11909569968,2023,PRETO
"KFJ5457   ",76,46987318743,2012,BRANCO
"VUQ4863   ",50,83050352426,2019,PRATA
"WXU2786   ",47,18869958500,2015,PRETO
"DZE0967   ",23,92689470760,2009,PRATA
"BSV5195   ",97,34584170826,2001,PRATA
"SFR9241   ",23,90304574072,2012,VERMELHO
"YZZ3235   ",24,13121344592,2024,CHUMBO
"OVF1079   ",34,54042252883,2000,CHUMBO
"NOV8604   ",30,56394639101,2013,VERMELHO
"EGJ8691   ",38,39875400317,2011,VERMELHO
"TRE5918   ",55,70156429354,2008,CINZA
"IOX5059   ",15,47839063291,2022,BRANCO
"QJT1965   ",15,96456457027,2014,BRANCO
"NCR6172   ",68,76363751517,2016,CHUMBO
"TFH9991   ",86,57531923918,2022,CHUMBO
"IKD1649   ",72,21090222284,2023,CHUMBO
"VML0013   ",99,54224161393,2018,CHUMBO
"OJD9948   ",5,66692804749,2012,BRANCO
"XKS0472   ",74,31038990426,2017,CHUMBO
"NDS9440   ",79,46045878985,2014,CHUMBO
"YDW8409   ",35,37311809034,2017,CHUMBO
"NPO2684   ",15,27298797500,2015,BRANCO
"OMQ6792   ",73,16986568695,2009,CHUMBO
"FLC0833   ",40,26028000697,2010,AMARELO
"ENO0491   ",70,88977884893,2010,BRANCO
"TFX2383   ",90,88223564256,2016,BRANCO
"SEV4955   ",4,92111015657,2016,CHUMBO
"FQF4051   ",62,20363173217,2007,PRATA
"NBO7765   ",19,38254257679,2001,CHUMBO
"RKS8321   ",81,24718722031,2021,PRETO
"LRA6870   ",85,27279908420,2013,PRATA
"NHH2430   ",93,53186143835,2013,BRANCO
"PQS4817   ",34,81607850781,2012,CINZA
"RKJ2370   ",59,52118409623,2001,CHUMBO
"MHF1586   ",39,16554585510,2017,BRANCO
"SWR7663   ",28,12685086888,2015,CHUMBO
"LLH3685   ",79,26745416820,2000,VERMELHO
"HZQ4374   ",79,68689723832,2019,CHUMBO
"JLX3338   ",64,31334719485,2013,BRANCO
"JWX1976   ",52,96940450551,2016,PRATA
"UCL0099   ",86,92923769771,2001,CHUMBO
"YFI5438   ",21,58499702591,2017,PRATA
"SEJ0390   ",46,12376702623,2001,CHUMBO
"RHK8036   ",52,40787619753,2008,PRATA
"QUM7853   ",77,12280085805,2020,AMARELO
"JSW8487   ",77,45387519449,2016,CINZA
"RAP6315   ",67,63516869280,2011,CHUMBO
"UTW4660   ",100,49588856705,2013,PRATA
"ZXZ2807   ",47,89071114039,2000,CHUMBO
"RGM2089   ",42,11901251432,2018,CHUMBO
"LNO3229   ",3,94353181564,2010,PRATA
"WVF1222   ",20,33675743278,2013,PRATA
"CWZ5670   ",89,99931573515,2007,CHUMBO
"NXZ0924   ",76,53180174663,2017,AMARELO
"JCM1377   ",63,28420205650,2015,CHUMBO
"YJO2045   ",27,95136989403,2024,CHUMBO
"WAM7813   ",47,13271613596,2020,CINZA
"FUG3155   ",80,29118412839,2021,PRETO
"DYM2650   ",13,31154592925,2020,VERMELHO
"REA2541   ",85,56854497269,2015,CINZA
"SDI2124   ",52,92984376171,2008,PRETO
"BSO1365   ",11,19318236776,2009,CHUMBO
"FRB4995   ",37,42444277354,2005,CHUMBO
"CFB1875   ",4,12838028965,2010,CHUMBO
"KMB6795   ",44,56106420521,2006,CHUMBO
"DRW7091   ",56,52976985129,2019,BRANCO
"WOH2448   ",13,16443899961,2012,VERMELHO
"HZE6824   ",6,77676956644,2014,CINZA
"BZE6474   ",55,77935529438,2012,AMARELO
"IQQ4774   ",15,77340121349,2020,PRATA
"MZH7690   ",25,34457488917,2005,CHUMBO
"MTP0088   ",89,26069732643,2019,PRETO
"GNZ8044   ",51,60620670157,2024,PRATA
"WLV7347   ",98,28636815953,2017,PRATA
"PTL0123   ",42,33076637722,2017,CHUMBO
"IGW3573   ",36,50382126496,2014,BRANCO
"DRY3930   ",85,92926805109,2024,VERMELHO
"BAW3869   ",97,61775892372,2003,VERDE
"AAW0375   ",72,26922509717,2021,CHUMBO
"IVT6486   ",68,17115111512,2019,CHUMBO
"QAZ4981   ",41,62445350470,2010,PRATA
"ZZM9308   ",31,82676996800,2002,BRANCO
"SPH5198   ",64,40835930404,2021,PRATA
"ZAO0699   ",1,47803197755,2008,CHUMBO
"ZBK1422   ",23,80651640559,2009,BRANCO
"SSS9689   ",21,47778516989,2012,CHUMBO
"TTC1899   ",94,12739892802,2020,VERMELHO
"LCL4901   ",6,86316423992,2024,CHUMBO
"UKX5849   ",25,95470782068,2019,BRANCO
"PDI3035   ",90,42310882881,2020,CHUMBO
"DUP3407   ",53,94772516457,2005,CHUMBO
"TXH3627   ",16,13111067373,2002,PRETO
"BON2838   ",9,44055259029,2023,VERMELHO
"DJL2892   ",74,96371647126,2012,PRETO
"KDG2972   ",37,87118366916,2007,BRANCO
"IPH6711   ",75,96957694264,2021,CINZA
"GPU3960   ",21,22937264385,2021,CHUMBO
"QTS4732   ",23,43660956523,2009,VERMELHO
"TQQ1231   ",34,46868575167,2007,CHUMBO
"UFK8168   ",88,41400991393,2010,CINZA
"QEC9668   ",83,83815270555,2021,CHUMBO
"BNW1797   ",25,97296761032,2009,CINZA
"JUV8166   ",82,10203302061,2001,AMARELO
"BJK3520   ",96,69503422962,2007,BRANCO
"KSD2529   ",13,77367899396,2007,CINZA
"LCM0069   ",14,17780225437,2017,CHUMBO
"SMM1609   ",75,45804259346,2020,BRANCO
"IKL0723   ",52,38787263713,2002,BRANCO
"NHV7885   ",88,49554757403,2015,VERMELHO
"VBP7147   ",67,94315669655,2024,BRANCO
"LDR7317   ",51,65897938121,2004,VERMELHO
"KWS2490   ",36,44637458705,2014,CHUMBO
"ZBC5375   ",59,58630145670,2002,PRATA
"MUT4915   ",77,50608953627,2017,PRETO
"XOP9644   ",84,23106793578,2003,BRANCO
"EVA9910   ",32,48716843959,2000,AMARELO
"FRA0462   ",71,33769260007,2013,CHUMBO
"NDK7232   ",10,39160869874,2015,BRANCO
"FNQ2084   ",69,78669607108,2018,AMARELO
"ZJO3560   ",41,90287099941,2019,CHUMBO
"XPR1973   ",89,51714454349,2015,CHUMBO
"EYL0868   ",25,15370943320,2012,BRANCO
"IDW0033   ",27,18892656485,2018,CINZA
"WVR9687   ",63,88780202144,2013,BRANCO
"CYN7336   ",48,26954731011,2016,VERMELHO
"POC3065   ",20,48019644066,2008,PRATA
"XOV0678   ",81,60326320550,2024,CHUMBO
"MJI3381   ",30,56914442044,2016,BRANCO
"IPV5810   ",69,30764822473,2009,CHUMBO
"QFI1481   ",41,18535361969,2017,PRETO
"DBJ0181   ",48,82865890830,2023,BRANCO
"XBN2681   ",22,50866781478,2001,PRATA
"ROO4235   ",58,84628545352,2017,VERMELHO
"ASR7287   ",5,82361993890,2015,PRATA
"ZBM2384   ",75,38221795867,2003,PRATA
"CEQ8122   ",46,58482452089,2016,CHUMBO
"LXI7533   ",96,79353231754,2000,VERDE
"CPY3873   ",15,22195864284,2015,CHUMBO
"OGN5295   ",45,59534537037,2010,CHUMBO
"ZTH7065   ",10,83475507251,2022,VERDE
"FHP5529   ",43,63723874969,2000,VERMELHO
"WSR0264   ",99,23450716402,2014,CINZA
"YYK6509   ",72,15150594982,2007,BRANCO
"UGG0389   ",44,36580877134,2009,AMARELO
"VCV4599   ",5,61066368021,2012,VERMELHO
"VWT1776   ",38,20870818377,2001,BRANCO
"TOE0227   ",24,39508881893,2024,VERMELHO
"SUZ5570   ",18,98148451978,2009,VERMELHO
"LMU3020   ",75,47991004108,2000,CHUMBO
"LCC0094   ",1,35995434374,2015,CHUMBO
"LOC7671   ",33,69203432838,2016,CHUMBO
"ENJ6700   ",92,39460992768,2018,CHUMBO
"GXB5792   ",76,83278601630,2004,BRANCO
"KOQ3583   ",66,90832408890,2011,CHUMBO
"UKS2616   ",19,94200340154,2006,PRETO
"MGB9479   ",34,13016692128,2018,CINZA
"EEF3131   ",78,65507548748,2013,CHUMBO
"CRV2361   ",76,91231511209,2006,AMARELO
"ARW5532   ",7,69047134144,2008,CHUMBO
"FDH2182   ",49,62514512489,2000,PRATA
"YYA1292   ",38,28224218057,2012,PRATA
"AHD6065   ",17,92096307219,2023,CHUMBO
"QLY7595   ",68,10521627767,2000,CINZA
"KLA6473   ",97,40825651592,2007,BRANCO
"MAJ6509   ",19,52924303609,2011,BRANCO
"LDX7322   ",17,25070162793,2004,CINZA
"WTV6985   ",77,52056364594,2010,PRATA
"UAR4266   ",71,12958879374,2023,PRATA
"SZT9868   ",58,11619088610,2015,CINZA
"JZA0952   ",77,92778238051,2005,CINZA
"SGT3960   ",80,40674849625,2020,CINZA
"RZE6346   ",79,92413722022,2015,CHUMBO
"MVO3673   ",32,96071628545,2024,BRANCO
"JAI9813   ",11,38496135146,2013,VERDE
"SUT7081   ",34,51603224270,2002,CHUMBO
"OBW0740   ",65,67995320728,2011,CHUMBO
"SVQ3504   ",53,64438150225,2017,CHUMBO
"CPG8542   ",13,20498844759,2003,BRANCO
"KVK0155   ",77,20670567874,2000,CINZA
"OPP7217   ",6,15084373670,2006,CHUMBO
"XUG0987   ",45,35729459438,2013,CINZA
"BBR5457   ",77,67860712556,2024,CHUMBO
"MDL6594   ",33,74459417137,2013,CHUMBO
"GOE0807   ",88,90567073703,2004,BRANCO
"VMX0667   ",82,37782378688,2009,CHUMBO
"UXE2060   ",53,89006120466,2005,CHUMBO
"YFP5545   ",6,51174618406,2021,CHUMBO
"VJG9958   ",43,99673108932,2023,CINZA
"XOH2851   ",64,60236129719,2006,PRETO
"JHL6101   ",83,24843550701,2009,CHUMBO
"BMP4825   ",36,92964107262,2023,PRATA
"SMS6976   ",8,55019437016,2018,BRANCO
"ROV3480   ",9,33637344270,2009,CHUMBO
"LIP9001   ",24,86331213944,2011,CHUMBO
"WCG4404   ",46,45942475844,2024,CHUMBO
"DRD6749   ",100,59727292904,2019,BRANCO
"LNE1901   ",57,26639236418,2005,PRATA
"TUB5416   ",26,35823721276,2012,AMARELO
"DDP3592   ",15,89573819491,2005,AMARELO
"WIW8828   ",91,57776602910,2016,CINZA
"FYK7783   ",93,12967589094,2021,AMARELO
"FGE5675   ",79,53414750360,2004,CHUMBO
"KRS1740   ",61,56214442679,2006,VERDE
"AUZ0748   ",57,57037787285,2009,BRANCO
"DSG6955   ",6,31129404216,2008,AMARELO
"VYH7673   ",25,86225278378,2011,PRETO
"SLA6635   ",55,92626014806,2023,BRANCO
"MNU1226   ",70,84046880483,2015,BRANCO
"ABM1816   ",98,39202519175,2024,CHUMBO
"VTJ6166   ",2,20186157224,2018,PRATA
"YBD8615   ",13,59455468028,2018,CINZA
"FYV9550   ",52,78752004152,2001,CHUMBO
"MSH5613   ",4,73333262105,2004,BRANCO
"SVP4903   ",11,57679318557,2006,VERDE
"QZZ7636   ",26,73941994571,2017,PRATA
"QUW2204   ",100,50626649585,2011,CINZA
"JLS3674   ",40,86529892883,2020,PRATA
"LSV9713   ",65,78574253317,2004,CINZA
"XFD9483   ",94,57918656140,2015,CHUMBO
"YGL5223   ",88,44089950386,2017,CINZA
"CXQ8224   ",23,69891910439,2014,CHUMBO
"IKH0945   ",20,35213368547,2002,BRANCO
"VZH7146   ",65,44761535182,2024,CHUMBO
"UTC8290   ",41,68618969671,2022,CHUMBO
"DIM9990   ",38,37796290091,2014,BRANCO
"IGO9048   ",2,40690887349,2022,CHUMBO
"JJC4783   ",18,79305364297,2009,BRANCO
"AKG5293   ",21,48952626022,2005,CHUMBO
"WJZ6219   ",36,16866557063,2018,VERMELHO
"QDI1249   ",48,13553320107,2013,CINZA
"ZWU7538   ",27,93808404531,2011,PRETO
"LGU2365   ",51,92176513192,2002,AMARELO
"IGE2101   ",17,41011751347,2010,PRATA
"HQT8719   ",68,71816605258,2011,BRANCO
"JCX8935   ",23,12132762621,2015,VERMELHO
"AZS7544   ",81,32186462147,2022,CHUMBO
"QRR5936   ",66,77420553884,2007,VERDE
"VSD5760   ",41,48440128075,2007,CINZA
"PQU7494   ",41,80152550011,2011,VERDE
"FIU4821   ",48,81169002985,2011,PRETO
"GXX0315   ",8,82553515940,2004,CHUMBO
"YOY0212   ",6,20656027157,2013,PRETO
"QAN1147   ",99,61964698686,2000,VERMELHO
"UXZ5616   ",48,14811066371,2011,PRETO
"IGA4599   ",10,68283719728,2020,VERDE
"SNL0799   ",99,77030484868,2000,PRETO
"RAK9705   ",96,37591311733,2010,CHUMBO
"ZKP9857   ",43,80695811471,2022,CHUMBO
"QUI4505   ",52,54993129071,2011,CHUMBO
"GFY9622   ",92,33417976280,2003,CHUMBO
"NUZ7398   ",65,27164887247,2017,CINZA
"PIN6059   ",57,48690839062,2006,CHUMBO
"MIL7754   ",96,81138081976,2014,PRATA
"JDB8913   ",56,90944892274,2018,CHUMBO
"TGY9928   ",76,59718881286,2013,AMARELO
"ZTE0070   ",99,83232615364,2020,AMARELO
"HOF3832   ",83,40006184916,2017,PRATA
"PHG6002   ",25,22337673014,2012,CHUMBO
"WXW7548   ",87,91915776736,2020,PRATA
"RLP8858   ",13,65990986217,2015,VERMELHO
"CWU5894   ",79,16980328703,2006,PRATA
"PGX2967   ",84,89895900709,2019,CHUMBO
"PRY5677   ",35,96236147790,2009,CHUMBO
"ZYZ1452   ",94,84672411205,2016,PRETO
"OCL4441   ",88,55888803888,2010,PRETO
"GXO3281   ",42,96184080161,2023,PRETO
"JZP1657   ",42,97972454344,2007,CHUMBO
"ECF1915   ",28,38374052429,2008,PRATA
"KMB2283   ",56,88827714377,2022,BRANCO
"PGY9986   ",93,22600346276,2022,VERMELHO
"TPZ7393   ",7,70951002197,2002,PRATA
"IZS9307   ",90,75964256255,2024,AMARELO
"TZZ9758   ",44,28597345276,2017,CHUMBO
"CMR2226   ",68,99861119175,2011,PRATA
"FYP5010   ",93,63976131747,2008,BRANCO
"JOK7915   ",22,83826248879,2018,CHUMBO
"MQR5015   ",55,87307617303,2020,VERDE
"TCX2545   ",85,68601033780,2021,BRANCO
"ATS5273   ",81,67930463529,2001,CHUMBO
"GHS1929   ",79,19788210267,2011,CHUMBO
"YOL8798   ",93,98305153003,2022,AMARELO
"GPV3246   ",97,74462265266,2008,AMARELO
"ZGN9977   ",79,55610505249,2015,CINZA
"KWD1005   ",5,46056550406,2006,AMARELO
"RKE0741   ",99,99973860469,2008,PRETO
"DRG0655   ",73,99254505403,2012,CHUMBO
"WYH4367   ",73,64269133082,2017,CHUMBO
"VDD2014   ",95,11161974173,2018,CINZA
"COB7677   ",70,40083098686,2003,BRANCO
"PFO3612   ",57,88275333112,2019,CHUMBO
"RGY8330   ",91,37815476184,2021,BRANCO
"GUG2346   ",96,41895858383,2013,BRANCO
"XLC3477   ",36,36929906674,2023,CHUMBO
"TCT2431   ",2,88552009434,2021,AMARELO
"PFU1910   ",89,40068194698,2018,CHUMBO
"HRH0399   ",46,92113305887,2006,CHUMBO
"QCB6744   ",34,25355043196,2017,VERMELHO
"QRJ1092   ",65,39477828617,2001,CHUMBO
"NEM5996   ",91,81910824486,2004,CHUMBO
"ZNK8796   ",89,22739327538,2018,CINZA
"KDQ2971   ",10,70401228668,2024,CHUMBO
"NOZ3154   ",57,45198573325,2005,CINZA
"VJZ3632   ",78,99612738273,2010,PRATA
"BMB2602   ",41,16725782870,2000,BRANCO
"YJM7777   ",70,29345270480,2023,BRANCO
"FBZ2829   ",2,82363452425,2002,AMARELO
"DEG5921   ",23,69070518229,2011,BRANCO
"FAP4454   ",10,64596386186,2011,BRANCO
"ZSH0228   ",94,94492291196,2009,BRANCO
"GMF5247   ",17,67403862401,2021,BRANCO
"QTN6311   ",92,41948086232,2007,CINZA
"NVD6777   ",72,29761348835,2020,VERMELHO
"BWS9575   ",87,86961879881,2023,CHUMBO
"UEH8401   ",77,74849753117,2003,VERMELHO
"QDZ5094   ",62,21958445361,2007,CHUMBO
"PJG5827   ",92,23985144635,2009,BRANCO
"KXU7014   ",82,64912225107,2012,BRANCO
"RBU4789   ",47,14436350613,2006,PRETO
"ZDV8154   ",60,40119879945,2016,AMARELO
"ZWU3176   ",49,96039750238,2000,PRETO
"ZPQ4512   ",4,76555968721,2012,PRETO
"MCV2389   ",49,32877098423,2009,BRANCO
"EPA7969   ",84,96347982289,2018,CHUMBO
"MPP5924   ",81,19817767164,2021,BRANCO
"PPG5937   ",83,57100718825,2023,CINZA
"FVC9180   ",73,22595896114,2010,CHUMBO
"KIP5088   ",23,52710038605,2003,BRANCO
"GLF9251   ",94,82770208846,2017,BRANCO
"LWC4005   ",98,84685546654,2002,CHUMBO
"JDZ8892   ",32,17689122990,2008,VERMELHO
"NBV0800   ",25,85571702226,2010,BRANCO
"IXU6020   ",99,66365968058,2007,VERMELHO
"MLW2418   ",87,79195642457,2013,VERDE
"TBX3035   ",48,97165152450,2018,CHUMBO
"UKU9309   ",32,49143954618,2015,VERDE
"ARS7811   ",56,16924531797,2022,BRANCO
"PMV0344   ",14,56242388406,2011,CINZA
"MKB6473   ",34,51764048773,2009,CHUMBO
"PPX2273   ",30,32650372546,2013,PRATA
"HTC7779   ",54,42632681336,2011,AMARELO
"MOW8354   ",48,28591942260,2006,AMARELO
"LBG3800   ",90,62847867409,2005,PRATA
"EFE6497   ",51,64308271165,2002,CHUMBO
"TWQ0284   ",19,87304872439,2003,CHUMBO
"FSU5387   ",32,95128708208,2000,VERDE
"IQT7332   ",64,84270022929,2005,PRETO
"BYZ2932   ",33,95454728878,2005,BRANCO
"HKZ9751   ",23,83643790725,2018,CHUMBO
"BRZ8692   ",30,39040447110,2019,CHUMBO
"EOB2809   ",87,79931018610,2019,PRATA
"DYQ8907   ",52,89618190354,2001,CHUMBO
"OMI7912   ",57,75247921146,2022,AMARELO
"WCF4253   ",29,81931522004,2012,CHUMBO
"BNV0956   ",64,42413544183,2022,VERMELHO
"RGF1994   ",86,34156114144,2018,VERDE
"YVS2531   ",70,85683549339,2008,AMARELO
"MHB2216   ",83,28186029770,2008,CHUMBO
"BWB3617   ",33,24967924862,2001,VERMELHO
"NRJ4621   ",8,32472101322,2007,CHUMBO
"GGI2534   ",73,55582136403,2015,PRATA
"SNN0454   ",37,81135671131,2005,CHUMBO
"OXU4361   ",4,89793273648,2004,CHUMBO
"DQG8257   ",46,33794929419,2000,VERMELHO
"FOJ6123   ",18,81275661784,2014,AMARELO
"ULL8949   ",11,58295123421,2002,AMARELO
"ODK1442   ",10,17833820417,2004,CHUMBO
"TBG6640   ",44,86178312184,2005,CHUMBO
"VEH3997   ",52,70415198871,2013,BRANCO
"UKB5814   ",45,76849582648,2006,CINZA
"SDY4514   ",95,10162049140,2018,CHUMBO
"KDP7795   ",32,88540478491,2006,PRATA
"RXS4220   ",2,62239010766,2006,CHUMBO
"NEF3368   ",10,35942121738,2010,BRANCO
"XAA2405   ",98,86928698817,2018,PRETO
"VTJ1159   ",29,29848513590,2004,AMARELO
"MCI1252   ",61,66007121674,2012,CINZA
"JCX8282   ",66,54617924900,2001,VERMELHO
"YQT8444   ",8,43994302097,2008,VERDE
"EKK7467   ",99,49934365971,2014,AMARELO
"ZAX9082   ",79,58376305970,2004,BRANCO
"JJP7057   ",56,94139725456,2004,CHUMBO
"RYS1367   ",90,74959640876,2021,CHUMBO
"YNN3168   ",94,95995339897,2023,CHUMBO
"CKQ6808   ",17,84845269229,2023,CHUMBO
"BVM7190   ",92,29785967575,2017,CINZA
"WBX3910   ",51,46874558044,2019,BRANCO
"DOB6567   ",87,47045445525,2004,BRANCO
"HTK5292   ",94,68027664859,2021,AMARELO
"KBQ6709   ",93,62420174837,2014,PRATA
"EFH5470   ",36,49791372292,2011,BRANCO
"CUH3003   ",96,14489689694,2000,BRANCO
"YZT3518   ",81,12197922658,2023,CHUMBO
"HEF3747   ",92,54814497005,2004,PRETO
"XYP2692   ",29,49170631744,2002,PRETO
"HLP9313   ",7,21283163894,2021,CHUMBO
"PYB8914   ",7,47563661941,2022,AMARELO
"CDD5764   ",75,89023240294,2009,BRANCO
"WYI2032   ",75,73814282652,2017,CHUMBO
"DUP5527   ",70,69253016993,2008,CHUMBO
"LEF6643   ",66,75954192145,2002,AMARELO
"LPA1537   ",63,89770232759,2016,CINZA
"CCK0682   ",36,32842960440,2022,PRETO
"XQC5729   ",20,62667530757,2013,PRETO
"CRD8768   ",77,82293924494,2005,CHUMBO
"VAR4740   ",69,64983638379,2003,CINZA
"HND2095   ",88,20955674462,2016,CHUMBO
"YVE8355   ",32,25684488922,2017,BRANCO
"PHJ8820   ",31,20273602563,2003,CHUMBO
"EXV2446   ",33,21987075974,2021,BRANCO
"BBX0638   ",36,13881121849,2000,PRATA
"KBK4076   ",27,69967955090,2018,PRETO
"MXN6509   ",69,52766306867,2009,BRANCO
"HZC3389   ",95,47025609667,2006,CHUMBO
"IHJ7483   ",62,80114948667,2018,VERMELHO
"XDW4764   ",4,93687554876,2002,CHUMBO
"YBL5965   ",38,69856411569,2017,CHUMBO
"XUC0772   ",74,23051759006,2020,CHUMBO
"SRQ2152   ",27,55714700858,2019,CINZA
"ZQK2294   ",52,86461232353,2022,PRETO
"BIV3208   ",69,85929956931,2005,PRATA
"HJK5833   ",19,52711551832,2011,VERMELHO
"YMD2274   ",13,14579954579,2023,PRATA
"VWV9053   ",70,83224645096,2011,PRATA
"XVP0416   ",74,65817772172,2018,CHUMBO
"JSK8335   ",61,82002518989,2021,AMARELO
"OLM7314   ",29,55773682803,2003,CHUMBO
"WJW8388   ",19,44175090869,2020,VERDE
"HPT2821   ",11,35770228010,2024,AMARELO
"SGQ0302   ",28,86341924466,2011,CINZA
"NCY0599   ",48,43821017015,2016,BRANCO
"YUS2203   ",39,54328682848,2011,CHUMBO
"JDJ1885   ",47,12538184057,2016,PRATA
"ATP2041   ",60,40615110919,2021,PRATA
"RSN9095   ",45,79980676232,2008,VERDE
"HAC5791   ",72,93934234545,2019,PRATA
"KBK3893   ",96,26181171935,2020,VERDE
"DDL0270   ",5,85956478782,2017,VERMELHO
"DSM7746   ",51,94619595880,2012,AMARELO
"DGO9597   ",36,18815409366,2009,BRANCO
"KVW7166   ",60,55856736569,2018,CHUMBO
"LKR1150   ",96,63789799226,2007,PRATA
"KQC2572   ",11,77285834694,2024,CHUMBO
"TKJ2344   ",72,25029128473,2022,CINZA
"CBJ4948   ",70,80062404359,2008,BRANCO
"GUI0910   ",24,88594485107,2019,CHUMBO
"ADL6947   ",45,16408168871,2017,BRANCO
"DWZ3104   ",59,82581718153,2020,CHUMBO
"DMY2140   ",58,80643900961,2012,BRANCO
"IPH3645   ",42,40249144193,2012,CHUMBO
"UMP4216   ",31,80906660473,2011,AMARELO
"JOQ8565   ",41,67117616084,2001,CINZA
"KRV2942   ",77,35243080089,2007,BRANCO
"ACI1856   ",88,99046880208,2017,CINZA
"VSW0779   ",5,76084959100,2019,BRANCO
"ECU2609   ",35,26438919739,2010,CINZA
"CLI5460   ",19,53389998515,2019,BRANCO
"PEB9503   ",32,32462544191,2024,CHUMBO
"RLS9866   ",44,67512223942,2020,VERMELHO
"WXT8467   ",57,80895251612,2016,CHUMBO
"BXN9208   ",21,94789124318,2008,BRANCO
"CTP3153   ",57,44282725782,2024,CHUMBO
"VSQ5990   ",62,27883457684,2006,AMARELO
"ZME2902   ",31,38952275856,2007,PRETO
"VXK4668   ",64,71285551999,2013,BRANCO
"ORX8960   ",50,54293313772,2013,BRANCO
"NKY8365   ",16,27182934617,2018,BRANCO
"ATO6015   ",66,55604415838,2006,VERMELHO
"YSA2023   ",68,19690811083,2010,CHUMBO
"VLG9638   ",85,74070220468,2013,BRANCO
"QVJ7438   ",14,13080927431,2020,CHUMBO
"LCG9062   ",1,29489460676,2014,CHUMBO
"XAT1986   ",18,27369061949,2013,PRATA
"OCN5051   ",52,70600986986,2013,AMARELO
"KQG7899   ",92,72264080673,2017,BRANCO
"MNI5405   ",36,87820842380,2007,CHUMBO
"TDG9739   ",99,56493970817,2007,CHUMBO
"UCH6309   ",2,94707338147,2018,PRETO
"MCN6706   ",85,33294744991,2016,PRATA
"MYU1783   ",77,37589693313,2016,CHUMBO
"BMU2627   ",44,53822353438,2007,AMARELO
"INS6735   ",67,58688770336,2020,CHUMBO
"WCI2551   ",61,57746647789,2008,CHUMBO
"PYN5850   ",43,49483573418,2013,BRANCO
"PJO7084   ",61,20592883639,2007,CHUMBO
"UUE7605   ",75,60744114681,2020,VERDE
"VAH9258   ",72,22375541531,2010,AMARELO
"MIU4534   ",26,33902346109,2014,CHUMBO
"NOY0903   ",36,69435320333,2021,VERMELHO
"QBR0443   ",41,27709474263,2016,CHUMBO
"LWE2768   ",59,32722515128,2008,PRATA
"RJD9708   ",69,59604386078,2002,CHUMBO
"CIW7978   ",46,31674286401,2022,VERMELHO
"WTN8196   ",11,25370375374,2018,VERMELHO
"IMT7934   ",9,80392926782,2013,BRANCO
"WNF6623   ",53,97477507852,2018,CHUMBO
"EGX4859   ",84,81883849803,2024,CHUMBO
"JNY6117   ",47,38434294552,2001,CHUMBO
"PEU9080   ",37,84368468845,2022,CINZA
